id,category,slokamrtam_reference,sloka_title,sloka_text,scripture_reference,word_by_word_meaning,translation
699,Sādhana-bhakti-tattva,12.F.46,"One should give up the desire for prestige, the root of all anarthas","pratiṣṭhāśā dhṛṣṭā śvapaca-ramaṇī me hṛdi naṭet
 kathaṁ sādhuḥ-premā spṛśati śucir etan nanu manaḥ
 sadā tvaṁ sevasva prabhu-dayita-sāmantam atulaṁ
 yathā tāṁ niṣkāśya tvaritam iha taṁ veśayati saḥ (7)",Śrī Manaḥ-śikṣā 7,pratiṣṭhā—for prestige; aśā—the desire; dhṛṣṭā—an audacious; śvapaca-ramaṇī—outcaste or dog-eating woman; me—in my; hṛdi—heart; naṭet—if she dances; katham—(then) how; sādhuḥ-premā—pure love; spṛśati—can touch; śuciḥ—pure; etat—that heart; nanu—indeed; manaḥ—O mind; sadā—always; tvam—you; sevasva—should serve; prabhu—of Prabhu Śrī Kṛṣṇa; dayita—beloved; sāmantam—commanders (of the army); atulam—peerless; yathā—so that; tām—that (dog—eater); niṣkāśya—expelling; tvaritam—quickly; iha—in this heart; tam—that (divine love); veśayati—cause to enter; saḥ—they.,"(Why is it that deceit still lingers in the heart in spite of one's having given up all material sense-enjoyment? This śloka has been composed in order to answer this question) O mind! How can pure divine love appear in my heart as long as the shameless dog-eating outcaste woman of the desire for prestige is audaciously dancing there? Therefore, always remember and serve the incomparably powerful commanders of the army of Śrī Kṛṣṇa, the beloved devotees of the Lord. They will at once banish this outcaste woman and initiate the flow of immaculate vraja-prema in your heart."
700,Sādhana-bhakti-tattva,12.F.47,Praying to the Six Gosvāmīs,"ei chaya gosāira kari caraṇa vandana
 jāhā haite vighna-nāṣa abhīṣṭa-pūraṇa",Nāma-Saṅkīrtana 5,,"By the causeless mercy of the Six Gosvāmīs, the obstacles to devotion can be removed and my desired Śrī Yugala service can be attained. Thus all my innermost heart-desires will be fulfilled."
701, Nāma-tattva,13.1,"O Bhagavān, Your names bestow all auspiciousness upon the jīvas","nāmnām akāri bahudhā nija-sarva-śaktis
 tatrārpitā niyamitaḥ smaraṇe na kālaḥ
 etādṛśī tava kṛpā bhagavan mamāpi
 durdaivam īdṛśam ihājani nānurāgaḥ",Śikṣāṣṭaka 2,nāmnām—of the holy names of the Lord; akāri—manifested; bahudhā—various kinds; nija-sarva-śaktiḥ—all kinds of personal potencies; tatra—in that; arpitā—bestowed; niyamitaḥ—restricted; smaraṇe—in remembering; na—not; kālaḥ—consideration of time; etādṛśī—so much; tava—Your; kṛpā—mercy; bhagavan—O Lord; mama—My; api—although; durdaivam—misfortune; īdṛśam—such; iha—in this (the holy name); ajani—was born; na—not; anurāgaḥ—attachment.,"O Bhagavān, Your names bestow all auspiciousness upon the jīvas. Therefore, for their benefit, You are eternally manifest as Your innumerable names, such as Rāma, Nārāyaṇa, Kṛṣṇa, Mukunda, Mādhava, Govinda and Dāmodara. You have invested those names with all the potencies of Their respective forms. Out of Your causeless mercy, You have not even imposed any restrictions on the remembrance of these names, as is the case with certain prayers and mantras that must be chanted at specific times (sandhyā-vandana). In other words, the holy name of Bhagavān can be chanted and remembered at any time of the day or night. This is the arrangement You have made. O Prabhu, You have such causeless mercy upon the jīvas; nevertheless, due to my nāma-aparādha, I am so unfortunate that no attachment for Your holy name, which is so easily accessible and which bestows all good fortune, has awakened within me."
702, Nāma-tattva,13.2,Who is eligible to drink the pure nectar of the holy name,"prabhuḥ kaḥ ko jīvaḥ kathaṁ idam acid-viśvam iti vā
 vicāryaitān arthān hari-bhajana-kṛc chāstra-caturaḥ
 abhedāśāṁ dharmān sakalam aparādhaṁ pariharan
 harer nāmānandaṁ pibati hari-dāso hari-janaiḥ",Daśa-mūla-tattva,prabhuḥ—the Supreme Lord; kaḥ—Who?; kaḥ—who?; jīvaḥ—the living entity; katham—what?; idam—this; acit—inanimate; viśvam—material universe; iti—thus; vā—and; vicārya—reflecting; etān—on these; arthān—points; hari—of Lord Hari; bhajana-kṛt—describing the devotional service; śāstra—in the scriptures; caturaḥ—expert; abheda—of liberation; āśām—the hope; dharmān—material pious duties; sakalam—completely; aparādham—offenses; pariharan—abandoning; hareḥ—of Lord Hari; nāma—of the Holy Names; ānandam—the transcendental bliss; pibati—drinks; hari—of Lord Hari; dāsaḥ—the servant; harijanaiḥ—with the devotees.,"Who is Kṛṣṇa? Who am I, the jīva? What is this temporary material (acit) world, and the eternal spiritual (cit) world? He who is exclusively devoted to the bhajana of Śrī Hari and has made an intelligent analysis of the Vaiṣṇava-śāstras under the guidance of śuddha-bhaktas, who has abandoned all offences and attachment to dharma and adharma, and who can consider and dispose of all questions – that servant of Śrī Hari drinks the sublime nectar of śrī-hari-nāma in the company of other hari-janas (devotees)."
703, Nāma-tattva,13.3,Kṛṣṇa (nāmī) is non-different from His name (nāma),"nāma cintā-maṇiḥ kṛṣṇaś
 caitanya-rasa-vigrahaḥ
 pūrṇaḥ śuddho nitya-mukto
 'bhinnatvān nāma-nāminoḥ",Padma Purāṇa,"nāmaḥ—the holy name; cintā-maṇiḥ—wish-fulfilling gem; kṛṣṇaḥ—Śrī Kṛṣṇa (Himself); caitanya-rasa-vigrahaḥ—the form of all transcendental mellows; pūrṇaḥ—complete; śuddhaḥ—pure, without material contamination; nitya—eternally; muktaḥ—liberated; abhinna-tvāt—due to nondifferenence; nāma—of the holy name; nāminoḥ—and of the person who has the name.","""The holy name is a transcendental wish-fulfilling gem (cintāmaṇi), for there is no difference between Kṛṣṇa's name (nāma) and Kṛṣṇa Himself (nāmī). In other words the holy name is the bestower of the supreme goal (parama-puruṣārtha). This name is the very form of transcendental mellows (caitanya-rasa-svarūpa). It is completely pure; that is, it is unlimited and eternally liberated, devoid of any connection with māyā."""
704, Nāma-tattva,13.4,The holy name is the only way for the deliverance of souls in the age of Kali,"harer nāma harer nāma harer nāmaiva kevalam
 kalau nāsty eva nāsty eva nāsty eva gatir anyathā",Bṛhan-Nāradīya Purāṇa 38.126,hareḥ nāma—the holy name of the Lord; hareḥ nāma—the holy name of the Lord; hareḥ nāma—the holy name of the Lord; eva—certainly; kevalam—only; kalau—in the Age of Kali; na asti—there is none; eva—certainly; na asti—there is none; eva—certainly; na asti—there is none; eva—certainly; gatiḥ—destination; anyathā—otherwise.,"""In this age of quarrel and hypocrisy the only means of deliverance is chanting the holy name of the Lord. There is no other way. There is no other way. There is no other way."""
705, Nāma-tattva,13.5,,"kali-kāle nāma-rūpe kṛṣṇa-avatāra
 nāma haite haya sarva-jagat-nistāra",CC Ādi 17.22,kali-kāle—in this Age of Kali; nāma-rūpe—in the form of the holy name; kṛṣṇa—Lord Kṛṣṇa's; avatāra—incarnation; nāma—holy name; haite—from; haya—becomes; sarva—all; jagat—of the world; nistāra—deliverance.,"In this Age of Kali, Lord Kṛṣṇa has descended as the incarnation of His holy names. Through Śrī Nāma the entire world can be delivered from material bondage."
706, Nāma-tattva,13.6,The human material senses cannot perceive śrī harināma because it is transcendental,"ataḥ śrī-kṛṣṇa-nāmādi
 na bhaved grāhyam indriyaiḥ
 sevonmukhe hi jihvādau
 svayam eva sphuraty adaḥ",Padma Purāṇa,"ataḥ—therefore; śrī-kṛṣṇa-nāma-ādi—Lord Kṛṣṇa's name, form, qualities, pastimes and so on; na—not; bhavet—can be; grāhyam—perceived; indriyaiḥ—by the blunt material senses; sevā-unmukhe—to one engaged in His service; hi—certainly; jihvā-ādau—beginning with the tongue; svayam—personally; eva—certainly; sphurati—become manifest; adaḥ—those (Kṛṣṇa's name, form, qualities and so on).","""The human material senses cannot perceive śrī harināma because it is a transcendental sound, but it will appear by itself on the purified senses of the sevon-mukha sādhaka, in whose heart the desire to serve Kṛṣṇa has arisen."""
707, Nāma-tattva,13.7,,"kṛte yad dhyāyato viṣṇuṁ / tretāyāṁ yajato makhaiḥ
 dvāpare paricaryāyāṁ / kalau tad dhari-kīrtanāt",SB 12.3.52,kṛte—in the Satya-yuga; yat—which; dhyāyataḥ—from meditation; viṣṇum—on Lord Viṣṇu; tretāyām—in the Tretā-yuga; yajataḥ—from worshiping; makhaiḥ—by performing sacrifices; dvāpare—in the age of Dvāpara; paricaryāyām—by worshiping the lotus feet of Kṛṣṇa; kalau—in the age of Kali; tat—that same result (can be achieved); hari-kīrtanāt—simply by chanting the Hare Kṛṣṇa mahā-mantra.,"Whatever result was obtained in Satya-yuga by meditating on Viṣṇu, in Tretā-yuga by performing sacrifices, and in Dvāpara-yuga by serving the Lord's lotus feet can be obtained in Kali-yuga simply by chanting the Hare Kṛṣṇa mahā-mantra."
708, Nāma-tattva,13.8,,"yad abhyarcya hariṁ bhaktyā
 kṛte kratu-śatair api
 phalaṁ prāpnoty avikalaṁ
 kalau govinda-kīrtanāt",Bhajana rahasya  1.3,,"Whatever fruit can be obtained in Satya-yuga by devoutly performing austerities and so on for hundreds of years, can be obtained in the age of Kali simply by chanting the names of Śrī Govinda."
709, Nāma-tattva,13.9,,"kṛṣṇa-mantra haite habe saṁsāra-mocana
 kṛṣṇa-nāma haite pābe kṛṣṇera caraṇa",CC Ādi 7.73,Kṛṣṇa-mantra—the chanting of the Hare Kṛṣṇa mahā-mantra; haite—from; habe—it will be; saṁsāra—material existence; mocana—deliverance; kṛṣṇa-nāma—the holy name of Lord Kṛṣṇa; haite—from; pābe—one will get; kṛṣṇera—of Lord Kṛṣṇa; caraṇa—lotus feet.,"Simply by chanting the holy name of Kṛṣṇa one can obtain freedom from material existence. Indeed, simply by chanting the Hare Kṛṣṇa mantra one will be able to see the lotus feet of the Lord."
710, Nāma-tattva,13.1,,"nāma vinu kali-kāle nāhi āra dharma
 sarva-mantra-sāra nāma, ei śāstra-marma",CC Ādi 7.74,nāma—the holy name; vinu—without; kali-kāle—in this Age of Kali; nāhi—there is none; āra—or any alternative; dharma—the eternal essence of one's spiritual nature and function; sarva—all; mantra—hymns; sāra—essence; nāma—the holy name; ei—this is; śāstra—revealed scriptures; marma—purport.,"In this Age of Kali there is no religious principle other than the chanting of the holy name, which is the essence of all Vedic hymns. This is the purport of all scriptures."
711, Nāma-tattva,13.11,Even a dim reflection of hari-nāma (nāmābhāsa) gives unlimitedly more results than all kinds of sat-karma (pious fruitive activities),"go-koṭi-dānaṁ grahaṇe khagasya
 prayāga-gaṅgodaka kalpa-vāsaḥ
 yajñāyutaṁ meru-suvarṇa-dānaṁ
 govinda-kīrter na samaṁ śatāṁśaiḥ",CC Adi 3.79,,"One may give cows in charity on the day of a solar eclipse; one may reside in Prayāga on the banks of the Gaṅgā for a kalpa; or one may perform thousands of yajñas, and give in charity a mountain of gold as high as Mount Sumeru. Still, all these cannot even be compared with a one-hundredth particle of Śrī-Govinda-kīrtana."
712, Nāma-tattva,13.12,,"viṣṇor ekaikaṁ nāmāpi sarva-vedādhikaṁ matam
 tādṛk-nāma sahasreṇa rāma-nāma-samaṁ smṛtam",Śata-nāma-stotra,,"Chanting one name of Viṣṇu gives more benefit than studying all the Vedas, and one name of Rāma is equal to a thousand names (sahasra-nāma) of Viṣṇu."
713, Nāma-tattva,13.13,,"sahasra-nāmnāṁ puṇyānāṁ / trir āvṛttyā tu yat phalam
 ekāvṛttyā tu kṛṣṇasya / nāmaikaṁ tat prayacchati",Brahmāṇḍa Purāṇa,sahasra-nāmnām—of one thousand names; puṇyānām—holy; triḥ-āvṛttyā—by thrice chanting; tu—but; yat—which; phalam—result; eka-āvṛttyā—by one repetition; tu—but; kṛṣṇasya—of Lord Kṛṣṇa; nāma—holy name; ekam—only one; tat—that result; prayacchati—gives.,The pious results derived from chanting the thousand holy names of Viṣṇu three times can be attained by only once uttering the holy name of Kṛṣṇa.
714, Nāma-tattva,13.14,Other kinds of atonement (prāyaścitta) are not necessary for one who chants the holy name,"nāmno 'sya yāvatī śaktiḥ / pāpa-nirharaṇe hareḥ
 tāvat kartuṁ na śaknoti / pātakaṁ pātakī janaḥ",Bṛhad-viṣṇu Purāṇa,,Śrī Hari's name possesses such potency to destroy sins that it can counteract more sins than even the most sinful person is able to commit.
715, Nāma-tattva,13.15,,"yena janma-śataiḥ pūrvaṁ / vāsudevaḥ samarcitaḥ
 tan-mukhe hari-nāmāni / sadā tiṣṭhanti bhārataḥ",HBV 11.237,,"O best of the dynasty of Bharata, the holy name of Śrī Hari is eternally present only in the mouth of one who has perfectly worshipped Vāsudeva for hundreds of births."
716, Nāma-tattva,13.16,Bhakti-rasāmṛta-sindhu states that even nāma-ābhāsa destroys all sins and liberates one from material existence,"taṁ nirvyājaṁ bhaja guṇa-nidhiṁ pāvanaṁ pāvanānāṁ
 śraddhā rajyan matir atitarām uttama-śloka-maulim
 prodyann antaḥ-karaṇa-kuhare hanta yan-nāma-bhānor
 ābhāso 'pi kṣapayati mahā-pātaka-dhvānta-rāśim",BRS 2.1.103,tam—Him; nirvyājam—without duplicity; bhaja—worship; guṇa-nidhe—O reservoir of all good qualities; pāvanam—purifier; pāvanānām—of all other purifiers; śraddhā—with faith; rajyan—being enlivened; matiḥ—mind; atitarām—exceedingly; uttamaḥ-śloka-maulim—the best of the personalities who are worshiped by choice poetry or who are transcendental to all material positions; prodyan—manifesting; antaḥ-karaṇa-kuhare—in the core of the heart; hanta—alas; yat-nāma—whose holy name; bhānoḥ—of the sun; ābhāsaḥ—slight appearance; api—even; kṣapayati—eradicates; mahā-pātaka—the resultant actions of greatly sinful activities; dhvānta—of ignorance; rāśim—the mass.,"O reservoir of good qualities, just faithfully perform bhajana of Śrī Kṛṣṇa without duplicity. He is the supreme savior among all saviors, and the most exalted of those worshipped with poetic hymns. When even a slight appearance of His name, which is like the sun, arises in one's cave-like heart, it destroys the darkness of great sins that are present there."
